date,obs,synth,gaps,upper,lower,method,n,outcome,treated,CT
2016-03-15,101.7,100.90736106365375,0.7926389363462505,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2016-04-15,101.82,101.64412552142609,0.1758744785739026,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2016-05-15,101.48,101.5338956913501,-0.053895691350092534,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2016-06-15,100.85,100.97908394658683,-0.12908394658683164,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2016-07-15,97.28,96.08554245767898,1.1944575423210182,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2016-08-15,95.51,95.62046262193077,-0.11046262193076473,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2016-09-15,100.57,100.42579870714883,0.14420129285116445,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2016-10-15,101.43,100.92073000352224,0.5092699964777694,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2016-11-15,101.55,100.73874043009276,0.8112595699072358,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2016-12-15,100.73,100.4388398117621,0.29116018823791023,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2017-01-15,96.07,95.33250254738044,0.7374974526195501,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2017-02-15,94.48,95.2162760359095,-0.7362760359094978,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2017-03-15,100.64,99.46999960429355,1.1700003957064524,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2017-04-15,100.95,100.28167746827344,0.6683225317265595,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2017-05-15,100.95,100.20664801649184,0.7433519835081626,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2017-06-15,100.11,99.7577097718439,0.3522902281560931,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2017-07-15,96.46,94.93622482504807,1.523775174951922,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2017-08-15,94.9,94.56398140807566,0.33601859192434347,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2017-09-15,99.5,99.47750374328646,0.022496256713537832,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2017-10-15,100.48,99.80251607306388,0.6774839269361195,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2017-11-15,100.64,99.84643537463879,0.7935646253612134,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2017-12-15,99.8,99.48238966338917,0.3176103366108265,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2018-01-15,94.72,94.78573143513728,-0.06573143513728041,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2018-02-15,93.69,94.25991396648107,-0.5699139664810673,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2018-03-15,99.23,98.56163662794724,0.6683633720527666,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2018-04-15,99.7,99.57249775922918,0.1275022407708235,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2018-05-15,99.55,99.33341734675454,0.21658265324545312,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2018-06-15,99.19,98.98579971719394,0.20420028280605607,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2018-07-15,95.3,94.60470803518143,0.6952919648185656,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2018-08-15,93.96,93.76851303018617,0.1914869698138233,NA,NA,iid,96,IGD_NNRG,PT,TRUE
